outbreak_type,causative_agent,start,end,institution,duration
Respiratory,Coronavirus,2023-10-04,2023-10-11,Chronic Care,7
Respiratory,Unknown,2023-10-03,2023-10-11,Psychiatric,8
Respiratory,Coronavirus,2023-10-03,2023-10-17,Retirement Home,14
Respiratory,Coronavirus,2023-10-03,2023-10-19,LTCH,16
Respiratory,Unknown,2023-10-03,2023-10-13,LTCH,10
Respiratory,Coronavirus,2023-10-03,2023-10-19,LTCH,16
Respiratory,Coronavirus,2023-10-03,2023-10-12,Chronic Care,9
Respiratory,Coronavirus,2023-10-02,2023-10-10,Transitional Care,8
Respiratory,Unknown,2023-10-02,2023-10-10,LTCH,8
Respiratory,Rhinovirus,2023-10-02,2023-10-10,LTCH,8
Respiratory,Coronavirus,2023-10-02,2023-10-16,LTCH,14
Respiratory,Rhinovirus,2023-10-02,2023-10-15,LTCH,13
Respiratory,Coronavirus,2023-10-02,2023-10-16,Retirement Home,14
Respiratory,Coronavirus,2023-10-02,2023-10-27,LTCH,25
Respiratory,Coronavirus,2023-10-01,2023-10-19,LTCH,18
Respiratory,Coronavirus,2023-09-30,2023-10-18,LTCH,18
Respiratory,Coronavirus,2023-09-29,2023-10-21,Retirement Home,22
Respiratory,Rhinovirus,2023-09-29,2023-10-13,Retirement Home,14
Respiratory,Coronavirus,2023-09-29,2023-10-13,Retirement Home,14
Respiratory,Coronavirus,2023-09-29,2023-10-10,Chronic Care,11
Respiratory,Coronavirus,2023-09-29,2023-10-14,Transitional Care,15
Respiratory,Coronavirus,2023-09-29,2023-10-24,LTCH,25
Respiratory,Coronavirus,2023-09-29,2023-10-16,LTCH,17
Respiratory,Coronavirus,2023-09-29,2023-10-05,Acute Care,6
Respiratory,Coronavirus,2023-09-29,2023-10-05,Acute Care,6
Respiratory,Coronavirus,2023-09-28,2023-10-07,LTCH,9
Respiratory,Coronavirus,2023-09-27,2023-10-13,LTCH,16
Respiratory,Rhinovirus,2023-09-26,2023-10-16,LTCH,20
Respiratory,Coronavirus,2023-09-26,2023-10-13,LTCH,17
Respiratory,Coronavirus,2023-09-26,2023-10-04,LTCH,8
Respiratory,Influenza,2023-09-26,2023-10-15,LTCH,19
Respiratory,Coronavirus,2023-09-26,2023-10-06,LTCH,10
Respiratory,Coronavirus,2023-09-26,2023-10-01,Chronic Care,5
Respiratory,Coronavirus,2023-09-25,2023-10-01,Chronic Care,6
Respiratory,Unknown,2023-09-25,2023-10-12,LTCH,17
Respiratory,Coronavirus,2023-09-25,2023-10-16,Retirement Home,21
Respiratory,Coronavirus,2023-09-24,2023-10-08,Chronic Care,14
Respiratory,Rhinovirus,2023-09-24,2023-10-02,Chronic Care,8
Respiratory,Coronavirus,2023-09-23,2023-11-08,Retirement Home,46
Respiratory,Influenza,2023-09-22,2023-10-10,LTCH,18
Respiratory,Coronavirus,2023-09-22,2023-10-04,LTCH,12
Respiratory,Coronavirus,2023-09-22,2023-10-12,Chronic Care,20
Respiratory,Coronavirus,2023-09-21,2023-10-05,Retirement Home,14
Respiratory,Coronavirus,2023-09-20,2023-10-01,Chronic Care,11
Respiratory,Coronavirus,2023-09-20,2023-10-04,LTCH,14
Respiratory,Rhinovirus,2023-09-19,2023-09-30,LTCH,11
Respiratory,Coronavirus,2023-09-19,2023-09-29,LTCH,10
Respiratory,Rhinovirus,2023-09-19,2023-10-30,LTCH,41
Respiratory,Coronavirus,2023-09-19,2023-10-06,Retirement Home,17
Respiratory,Coronavirus,2023-09-19,2023-09-26,LTCH,7
Respiratory,Unknown,2023-09-19,2023-09-23,Retirement Home,4
Respiratory,Coronavirus,2023-09-19,2023-09-25,Acute Care,6
Respiratory,Coronavirus,2023-09-18,2023-09-28,LTCH,10
Respiratory,Coronavirus,2023-09-18,2023-10-10,Retirement Home,22
Respiratory,Unknown,2023-09-18,2023-09-25,Retirement Home,7
Respiratory,Rhinovirus,2023-09-18,2023-09-23,Retirement Home,5
Respiratory,Coronavirus,2023-09-18,2023-09-27,Acute Care,9
Respiratory,Rhinovirus,2023-09-18,2023-09-27,Chronic Care,9
Respiratory,Coronavirus,2023-09-18,2023-10-11,LTCH,23
Respiratory,Coronavirus,2023-09-17,2023-09-26,Retirement Home,9
Respiratory,Unknown,2023-09-17,2023-09-26,LTCH,9
Respiratory,Coronavirus,2023-09-16,2023-10-02,LTCH,16
Respiratory,Coronavirus,2023-09-16,2023-09-25,Acute Care,9
Respiratory,Coronavirus,2023-09-15,2023-10-03,LTCH,18
Respiratory,Coronavirus,2023-09-15,2023-10-17,LTCH,32
Respiratory,Coronavirus,2023-09-15,2023-09-22,LTCH,7
Respiratory,Rhinovirus,2023-09-15,2023-09-29,LTCH,14
Respiratory,Rhinovirus,2023-09-15,2023-09-18,LTCH,3
Respiratory,Rhinovirus,2023-09-14,2023-09-18,LTCH,4
Respiratory,Rhinovirus,2023-09-14,2023-09-25,LTCH,11
Respiratory,Coronavirus,2023-09-14,2023-10-10,LTCH,26
Respiratory,Coronavirus,2023-09-13,2023-09-26,Transitional Care,13
Respiratory,Coronavirus,2023-09-13,2023-10-10,LTCH,27
Respiratory,Coronavirus,2023-09-13,2023-09-25,LTCH,12
Respiratory,Coronavirus,2023-09-13,2023-09-26,LTCH,13
Respiratory,Coronavirus,2023-09-13,2023-09-18,Acute Care,5
Respiratory,Coronavirus,2023-09-12,2023-10-06,LTCH,24
Respiratory,Coronavirus,2023-09-12,2023-09-22,LTCH,10
Respiratory,Coronavirus,2023-09-12,2023-10-04,Retirement Home,22
Respiratory,Rhinovirus,2023-09-12,2023-10-04,LTCH,22
Respiratory,Coronavirus,2023-09-11,2023-09-25,LTCH,14
Respiratory,Coronavirus,2023-09-11,2023-09-28,Retirement Home,17
Respiratory,Coronavirus,2023-09-11,2023-10-02,LTCH,21
Respiratory,Rhinovirus,2023-09-11,2023-10-05,LTCH,24
Respiratory,Rhinovirus,2023-09-11,2023-09-23,LTCH,12
Respiratory,Rhinovirus,2023-09-11,2023-10-10,LTCH,29
Respiratory,Rhinovirus,2023-09-09,2023-09-29,LTCH,20
Respiratory,Rhinovirus,2023-09-08,2023-09-21,LTCH,13
Respiratory,Coronavirus,2023-09-08,2023-10-03,LTCH,25
Respiratory,Coronavirus,2023-09-07,2023-09-17,Psychiatric,10
Respiratory,Rhinovirus,2023-09-07,2023-09-22,LTCH,15
Respiratory,Rhinovirus,2023-09-06,2023-09-15,LTCH,9
Respiratory,Rhinovirus,2023-09-06,2023-09-22,LTCH,16
Respiratory,Coronavirus,2023-09-05,2023-09-15,Retirement Home,10
Respiratory,Rhinovirus,2023-09-05,2023-10-02,LTCH,27
Respiratory,Coronavirus,2023-09-05,2023-09-19,LTCH,14
Respiratory,Unknown,2023-09-05,2023-09-19,Psychiatric,14
Respiratory,Coronavirus,2023-09-05,2023-09-22,Retirement Home,17
Respiratory,Coronavirus,2023-09-05,2023-09-26,Chronic Care,21
Respiratory,Unknown,2023-09-05,2023-09-14,LTCH,9
Respiratory,Rhinovirus,2023-09-04,2023-09-22,LTCH,18
Respiratory,Coronavirus,2023-09-03,2023-10-04,LTCH,31
Respiratory,Rhinovirus,2023-09-01,2023-09-21,LTCH,20
Respiratory,Coronavirus,2023-09-01,2023-09-11,Acute Care,10
Respiratory,Coronavirus,2023-09-01,2023-10-02,LTCH,31
Respiratory,Coronavirus,2023-09-01,2023-09-15,LTCH,14
Respiratory,Coronavirus,2023-09-01,2023-09-27,LTCH,26
Respiratory,Rhinovirus,2023-08-31,2023-09-11,LTCH,11
Respiratory,Coronavirus,2023-08-31,2023-09-13,LTCH,13
Respiratory,Rhinovirus,2023-08-31,2023-09-09,Retirement Home,9
Respiratory,Rhinovirus,2023-08-31,2023-09-13,LTCH,13
Respiratory,Coronavirus,2023-08-30,2023-09-12,LTCH,13
Respiratory,Coronavirus,2023-08-30,2023-09-12,Retirement Home,13
Respiratory,Coronavirus,2023-08-29,2023-09-06,Acute Care,8
Respiratory,Rhinovirus,2023-08-28,2023-09-21,Retirement Home,24
Respiratory,Coronavirus,2023-08-28,2023-09-15,Retirement Home,18
Respiratory,Rhinovirus,2023-08-28,2023-09-08,LTCH,11
Respiratory,Coronavirus,2023-08-26,2023-09-19,LTCH,24
Respiratory,Unknown,2023-08-26,2023-09-05,LTCH,10
Respiratory,Coronavirus,2023-08-25,2023-09-07,LTCH,13
Respiratory,Rhinovirus,2023-08-24,2023-09-19,LTCH,26
Respiratory,Coronavirus,2023-08-23,2023-08-25,LTCH,2
Respiratory,Rhinovirus,2023-08-22,2023-09-05,LTCH,14
Respiratory,Coronavirus,2023-08-21,2023-09-06,Transitional Care,16
Respiratory,Rhinovirus,2023-08-21,2023-09-07,LTCH,17
Respiratory,Rhinovirus,2023-08-21,2023-09-06,LTCH,16
Respiratory,Coronavirus,2023-08-21,2023-08-28,LTCH,7
Respiratory,Unknown,2023-08-20,2023-09-07,LTCH,18
Enteric,Unknown,2023-08-19,2023-08-28,Psychiatric,9
Respiratory,Coronavirus,2023-08-18,2023-08-28,LTCH,10
Respiratory,Coronavirus,2023-08-18,2023-08-28,Retirement Home,10
Respiratory,Coronavirus,2023-08-18,2023-08-25,LTCH,7
Respiratory,Coronavirus,2023-08-18,2023-08-28,Retirement Home,10
Respiratory,Coronavirus,2023-08-18,2023-08-28,Acute Care,10
Respiratory,Rhinovirus,2023-08-16,2023-08-26,LTCH,10
Respiratory,Coronavirus,2023-08-16,2023-08-23,LTCH,7
Respiratory,Rhinovirus,2023-08-16,2023-08-23,LTCH,7
Respiratory,Influenza,2023-08-16,2023-09-05,LTCH,20
Respiratory,Influenza,2023-08-15,2023-09-20,LTCH,36
Respiratory,Coronavirus,2023-08-14,2023-09-09,LTCH,26
Respiratory,Rhinovirus,2023-08-14,2023-08-24,LTCH,10
Respiratory,Rhinovirus,2023-08-14,2023-08-30,LTCH,16
Respiratory,Rhinovirus,2023-08-14,2023-09-05,LTCH,22
Respiratory,Coronavirus,2023-08-14,2023-08-24,LTCH,10
Respiratory,Coronavirus,2023-08-14,2023-08-23,LTCH,9
Respiratory,Rhinovirus,2023-08-14,2023-08-31,LTCH,17
Respiratory,Unknown,2023-08-14,2023-08-23,LTCH,9
Respiratory,Rhinovirus,2023-08-14,2023-08-25,LTCH,11
Respiratory,Coronavirus,2023-08-14,2023-08-29,LTCH,15
Respiratory,Coronavirus,2023-08-13,2023-08-31,LTCH,18
Respiratory,Unknown,2023-08-11,2023-08-18,Psychiatric,7
Enteric,Unknown,2023-08-11,2023-08-15,Psychiatric,4
Respiratory,Rhinovirus,2023-08-11,2023-08-21,LTCH,10
Respiratory,Coronavirus,2023-08-10,2023-08-18,Retirement Home,8
Respiratory,Coronavirus,2023-08-10,2023-08-29,LTCH,19
Respiratory,Coronavirus,2023-08-09,2023-08-29,Retirement Home,20
Respiratory,Unknown,2023-08-09,2023-08-15,LTCH,6
Respiratory,Coronavirus,2023-08-08,2023-08-30,LTCH,22
Respiratory,Metapneumovirus,2023-08-08,2023-08-16,LTCH,8
Respiratory,Unknown,2023-08-08,2023-08-17,Retirement Home,9
Respiratory,Rhinovirus,2023-08-08,2023-08-16,LTCH,8
Respiratory,Coronavirus,2023-08-07,2023-08-16,Retirement Home,9
Respiratory,Rhinovirus,2023-08-06,2023-08-14,Retirement Home,8
Respiratory,Rhinovirus,2023-08-06,2023-08-19,LTCH,13
Respiratory,Unknown,2023-08-06,2023-08-15,Retirement Home,9
Respiratory,RSV,2023-08-04,2023-08-14,LTCH,10
Enteric,Norovirus,2023-08-03,2023-08-20,LTCH,17
Respiratory,Coronavirus,2023-08-03,2023-08-17,Acute Care,14
Respiratory,Rhinovirus,2023-08-02,2023-08-10,LTCH,8
Respiratory,Rhinovirus,2023-08-01,2023-08-09,LTCH,8
Respiratory,Coronavirus,2023-08-01,2023-08-15,LTCH,14
Respiratory,Unknown,2023-07-31,2023-08-08,LTCH,8
Respiratory,Rhinovirus,2023-07-31,2023-08-21,LTCH,21
Respiratory,Rhinovirus,2023-07-31,2023-08-21,LTCH,21
Respiratory,Influenza,2023-07-30,2023-08-22,LTCH,23
Respiratory,Rhinovirus,2023-07-30,2023-08-15,LTCH,16
Respiratory,Rhinovirus,2023-07-29,2023-08-21,LTCH,23
Respiratory,Coronavirus,2023-07-28,2023-08-11,LTCH,14
Respiratory,Rhinovirus,2023-07-26,2023-08-08,Retirement Home,13
Respiratory,Coronavirus,2023-07-25,2023-08-24,LTCH,30
Respiratory,Coronavirus,2023-07-25,2023-08-01,Chronic Care,7
Respiratory,Rhinovirus,2023-07-24,2023-08-05,LTCH,12
Respiratory,Rhinovirus,2023-07-23,2023-08-07,LTCH,15
Respiratory,Rhinovirus,2023-07-23,2023-08-14,LTCH,22
Respiratory,Coronavirus,2023-07-22,2023-07-31,Retirement Home,9
Respiratory,Rhinovirus,2023-07-21,2023-08-04,LTCH,14
Respiratory,Coronavirus,2023-07-20,2023-08-04,LTCH,15
Respiratory,Rhinovirus,2023-07-20,2023-07-31,LTCH,11
Respiratory,Metapneumovirus,2023-07-19,2023-08-04,LTCH,16
Respiratory,Coronavirus,2023-07-19,2023-08-16,LTCH,28
Respiratory,Rhinovirus,2023-07-19,2023-08-29,LTCH,41
Respiratory,Coronavirus,2023-07-19,2023-08-09,Retirement Home,21
Enteric,Unknown,2023-07-18,2023-07-23,LTCH,5
Respiratory,Coronavirus,2023-07-17,2023-07-31,LTCH,14
Respiratory,Coronavirus,2023-07-17,2023-07-21,Acute Care,4
Respiratory,Coronavirus,2023-07-14,2023-07-21,Acute Care,7
Respiratory,Influenza,2023-07-13,2023-08-02,Acute Care,20
Respiratory,Influenza,2023-07-12,2023-08-02,LTCH,21
Enteric,Unknown,2023-07-12,2023-07-19,LTCH,7
Respiratory,Influenza,2023-07-12,2023-07-22,Retirement Home,10
Respiratory,Coronavirus,2023-07-11,2023-07-26,LTCH,15
Respiratory,Coronavirus,2023-07-11,2023-07-24,LTCH,13
Respiratory,Coronavirus,2023-07-11,2023-08-11,LTCH,31
Respiratory,Coronavirus,2023-07-10,2023-07-20,LTCH,10
Respiratory,Rhinovirus,2023-07-09,2023-07-24,LTCH,15
Respiratory,Coronavirus,2023-07-08,2023-08-03,LTCH,26
Respiratory,Influenza,2023-07-07,2023-08-03,LTCH,27
Respiratory,Influenza,2023-07-05,2023-07-21,LTCH,16
Respiratory,Metapneumovirus,2023-07-04,2023-07-16,LTCH,12
Respiratory,Rhinovirus,2023-07-04,2023-07-22,LTCH,18
Enteric,Unknown,2023-07-04,2023-07-13,LTCH,9
Respiratory,Rhinovirus,2023-07-03,2023-07-20,LTCH,17
Respiratory,Coronavirus,2023-07-01,2023-07-12,LTCH,11
Respiratory,Coronavirus,2023-06-30,2023-07-12,Retirement Home,12
Respiratory,Coronavirus,2023-06-30,2023-07-27,LTCH,27
Respiratory,Coronavirus,2023-06-30,2023-07-08,LTCH,8
Respiratory,Coronavirus,2023-06-29,2023-07-06,Acute Care,7
Respiratory,Unknown,2023-06-28,2023-07-06,Retirement Home,8
Respiratory,Metapneumovirus,2023-06-27,2023-07-05,LTCH,8
Respiratory,Coronavirus,2023-06-27,2023-07-05,Chronic Care,8
Respiratory,Coronavirus,2023-06-27,2023-07-09,LTCH,12
Respiratory,Influenza,2023-06-26,2023-07-06,LTCH,10
Respiratory,Coronavirus,2023-06-26,2023-07-03,Chronic Care,7
Respiratory,Rhinovirus,2023-06-26,2023-07-04,LTCH,8
Respiratory,Coronavirus,2023-06-25,2023-07-08,Retirement Home,13
Respiratory,Coronavirus,2023-06-23,2023-07-04,LTCH,11
Respiratory,Influenza,2023-06-21,2023-07-14,LTCH,23
Respiratory,Coronavirus,2023-06-17,2023-06-27,LTCH,10
Enteric,Unknown,2023-06-17,2023-06-26,LTCH,9
Respiratory,Coronavirus,2023-06-16,2023-06-22,Chronic Care,6
Respiratory,Coronavirus,2023-06-16,2023-07-04,LTCH,18
Respiratory,Coronavirus,2023-06-15,2023-07-01,LTCH,16
Respiratory,Coronavirus,2023-06-15,2023-06-27,LTCH,12
Respiratory,Rhinovirus,2023-06-14,2023-07-05,Retirement Home,21
Respiratory,Coronavirus,2023-06-13,2023-07-13,Retirement Home,30
Respiratory,Coronavirus,2023-06-12,2023-06-26,Retirement Home,14
Respiratory,Coronavirus,2023-06-10,2023-06-20,LTCH,10
Respiratory,Coronavirus,2023-06-09,2023-06-15,LTCH,6
Respiratory,Coronavirus,2023-06-09,2023-06-28,LTCH,19
Respiratory,Coronavirus,2023-06-08,2023-06-28,Retirement Home,20
Respiratory,Coronavirus,2023-06-07,2023-06-21,Retirement Home,14
Respiratory,Influenza,2023-06-07,2023-06-27,LTCH,20
Respiratory,Coronavirus,2023-06-07,2023-07-20,LTCH,43
Enteric,Unknown,2023-06-05,2023-06-12,LTCH,7
Respiratory,Coronavirus,2023-06-05,2023-06-16,LTCH,11
Respiratory,Rhinovirus,2023-06-05,2023-06-12,Retirement Home,7
Respiratory,Coronavirus,2023-06-05,2023-06-16,LTCH,11
Respiratory,Coronavirus,2023-06-04,2023-06-14,Retirement Home,10
Respiratory,Coronavirus,2023-06-03,2023-06-15,LTCH,12
Respiratory,Coronavirus,2023-06-02,2023-06-12,LTCH,10
Respiratory,Coronavirus,2023-06-01,2023-06-08,LTCH,7
Respiratory,Coronavirus,2023-05-31,2023-06-20,LTCH,20
Respiratory,Coronavirus,2023-05-31,2023-06-10,LTCH,10
Respiratory,Coronavirus,2023-05-31,2023-06-22,LTCH,22
Respiratory,Influenza,2023-05-31,2023-06-15,Acute Care,15
Respiratory,Coronavirus,2023-05-30,2023-06-19,LTCH,20
Respiratory,Coronavirus,2023-05-30,2023-06-09,Acute Care,10
Respiratory,Coronavirus,2023-05-30,2023-06-06,Transitional Care,7
Respiratory,Coronavirus,2023-05-29,2023-06-27,LTCH,29
Respiratory,Coronavirus,2023-05-29,2023-06-07,Chronic Care,9
Respiratory,Coronavirus,2023-05-28,2023-06-14,Acute Care,17
Respiratory,Coronavirus,2023-05-27,2023-06-03,LTCH,7
Respiratory,Coronavirus,2023-05-27,2023-06-03,Acute Care,7
Respiratory,Unknown,2023-05-26,2023-06-04,Retirement Home,9
Respiratory,Coronavirus,2023-05-26,2023-06-22,LTCH,27
Respiratory,Coronavirus,2023-05-26,2023-06-19,LTCH,24
Respiratory,Coronavirus,2023-05-26,2023-06-01,Chronic Care,6
Respiratory,Coronavirus,2023-05-25,2023-06-16,LTCH,22
Enteric,Norovirus,2023-05-24,2023-06-06,Retirement Home,13
Respiratory,Coronavirus,2023-05-24,2023-06-03,LTCH,10
Respiratory,Coronavirus,2023-05-23,2023-06-02,Psychiatric,10
Respiratory,RSV,2023-05-23,2023-06-01,LTCH,9
Respiratory,Metapneumovirus,2023-05-23,2023-06-04,LTCH,12
Respiratory,Coronavirus,2023-05-23,2023-05-31,Acute Care,8
Respiratory,Coronavirus,2023-05-22,2023-05-31,Retirement Home,9
Respiratory,Coronavirus,2023-05-22,2023-06-07,LTCH,16
Respiratory,RSV,2023-05-21,2023-05-29,LTCH,8
Respiratory,Coronavirus,2023-05-17,2023-05-30,Psychiatric,13
Respiratory,Coronavirus,2023-05-17,2023-05-31,LTCH,14
Respiratory,Coronavirus,2023-05-17,2023-05-30,Retirement Home,13
Respiratory,Coronavirus,2023-05-16,2023-06-23,LTCH,38
Respiratory,Coronavirus,2023-05-15,2023-05-29,LTCH,14
Respiratory,Coronavirus,2023-05-15,2023-05-30,LTCH,15
Respiratory,Coronavirus,2023-05-13,2023-05-29,LTCH,16
Respiratory,Coronavirus,2023-05-13,2023-05-23,LTCH,10
Respiratory,Metapneumovirus,2023-05-12,2023-05-18,Chronic Care,6
Respiratory,Coronavirus,2023-05-12,2023-05-26,Acute Care,14
Respiratory,Coronavirus,2023-05-11,2023-05-27,LTCH,16
Respiratory,Coronavirus,2023-05-10,2023-05-16,LTCH,6
Respiratory,Coronavirus,2023-05-09,2023-05-20,LTCH,11
Respiratory,Coronavirus,2023-05-09,2023-06-01,Retirement Home,23
Respiratory,Coronavirus,2023-05-08,2023-05-15,Retirement Home,7
Respiratory,Influenza,2023-05-08,2023-05-12,Chronic Care,4
Respiratory,Coronavirus,2023-05-05,2023-05-18,Psychiatric,13
Respiratory,RSV,2023-05-05,2023-05-16,LTCH,11
Respiratory,Coronavirus,2023-05-04,2023-06-01,LTCH,28
Respiratory,RSV,2023-05-04,2023-05-17,Acute Care,13
Respiratory,Coronavirus,2023-05-04,2023-05-23,Retirement Home,19
Respiratory,Coronavirus,2023-05-03,2023-06-15,LTCH,43
Respiratory,Metapneumovirus,2023-05-02,2023-05-18,LTCH,16
Respiratory,Coronavirus,2023-05-02,2023-05-24,LTCH,22
Respiratory,Coronavirus,2023-05-01,2023-05-18,LTCH,17
Respiratory,Metapneumovirus,2023-05-01,2023-06-14,LTCH,44
Respiratory,Coronavirus,2023-05-01,2023-05-16,LTCH,15
Respiratory,RSV,2023-04-30,2023-05-11,LTCH,11
Respiratory,RSV,2023-04-29,2023-05-08,LTCH,9
Respiratory,Coronavirus,2023-04-28,2023-05-11,Retirement Home,13
Respiratory,Coronavirus,2023-04-28,2023-05-15,LTCH,17
Respiratory,Metapneumovirus,2023-04-28,2023-05-15,LTCH,17
Enteric,Unknown,2023-04-28,2023-05-03,Acute Care,5
Respiratory,Rhinovirus,2023-04-27,2023-05-08,LTCH,11
Respiratory,Coronavirus,2023-04-26,2023-05-04,Chronic Care,8
Respiratory,Streptococcus,2023-04-26,2023-05-15,Psychiatric,19
Respiratory,Coronavirus,2023-04-26,2023-05-08,LTCH,12
Respiratory,Coronavirus,2023-04-26,2023-05-04,Retirement Home,8
Enteric,Norovirus,2023-04-26,2023-05-03,Chronic Care,7
Respiratory,Rhinovirus,2023-04-26,2023-05-01,LTCH,5
Respiratory,Coronavirus,2023-04-25,2023-05-09,Acute Care,14
Respiratory,Coronavirus,2023-04-25,2023-05-06,Acute Care,11
Respiratory,Coronavirus,2023-04-24,2023-05-03,Retirement Home,9
Respiratory,Coronavirus,2023-04-24,2023-05-10,Retirement Home,16
Respiratory,Coronavirus,2023-04-23,2023-05-13,LTCH,20
Enteric,Unknown,2023-04-22,2023-05-01,LTCH,9
Respiratory,Influenza,2023-04-22,2023-05-23,LTCH,31
Respiratory,Coronavirus,2023-04-22,2023-05-18,LTCH,26
Respiratory,Metapneumovirus,2023-04-21,2023-05-05,LTCH,14
Respiratory,Coronavirus,2023-04-20,2023-05-12,LTCH,22
Respiratory,Metapneumovirus,2023-04-20,2023-05-03,LTCH,13
Respiratory,Coronavirus,2023-04-20,2023-04-27,LTCH,7
Respiratory,Rhinovirus,2023-04-19,2023-04-28,LTCH,9
Respiratory,Coronavirus,2023-04-19,2023-04-29,LTCH,10
Respiratory,Coronavirus,2023-04-19,2023-04-24,Chronic Care,5
Respiratory,Rhinovirus,2023-04-18,2023-05-26,LTCH,38
Respiratory,Coronavirus,2023-04-18,2023-04-27,LTCH,9
Respiratory,Rhinovirus,2023-04-18,2023-05-11,LTCH,23
Respiratory,Coronavirus,2023-04-18,2023-04-26,Chronic Care,8
Respiratory,Coronavirus,2023-04-18,2023-05-04,Retirement Home,16
Respiratory,Coronavirus,2023-04-17,2023-04-27,Retirement Home,10
Respiratory,Metapneumovirus,2023-04-17,2023-04-24,LTCH,7
Respiratory,Coronavirus,2023-04-17,2023-04-27,LTCH,10
Enteric,Norovirus,2023-04-17,2023-04-25,Acute Care,8
Respiratory,Coronavirus,2023-04-17,2023-04-28,Acute Care,11
Respiratory,Coronavirus,2023-04-17,2023-04-25,Acute Care,8
Respiratory,Coronavirus,2023-04-17,2023-05-03,Acute Care,16
Respiratory,Coronavirus,2023-04-16,2023-04-25,LTCH,9
Respiratory,Coronavirus,2023-04-16,2023-04-26,Transitional Care,10
Respiratory,Coronavirus,2023-04-15,2023-05-01,Chronic Care,16
Respiratory,Coronavirus,2023-04-14,2023-04-27,Retirement Home,13
Respiratory,Influenza,2023-04-14,2023-05-13,Acute Care,29
Respiratory,Coronavirus,2023-04-13,2023-05-01,LTCH,18
Respiratory,Coronavirus,2023-04-13,2023-04-27,Retirement Home,14
Respiratory,Coronavirus,2023-04-13,2023-04-27,Transitional Care,14
Respiratory,Unknown,2023-04-13,2023-04-20,LTCH,7
Respiratory,Coronavirus,2023-04-12,2023-04-25,Transitional Care,13
Respiratory,Coronavirus,2023-04-11,2023-04-21,Retirement Home,10
Respiratory,Rhinovirus,2023-04-10,2023-04-17,LTCH,7
Respiratory,Coronavirus,2023-04-10,2023-04-26,LTCH,16
Enteric,Unknown,2023-04-10,2023-04-25,LTCH,15
Enteric,Norovirus,2023-04-10,2023-04-19,Chronic Care,9
Respiratory,Coronavirus,2023-04-10,2023-04-28,LTCH,18
Respiratory,Coronavirus,2023-04-10,2023-04-18,Acute Care,8
Respiratory,RSV,2023-04-10,2023-05-01,LTCH,21
Respiratory,RSV,2023-04-09,2023-04-21,LTCH,12
Respiratory,Coronavirus,2023-04-09,2023-04-22,Acute Care,13
Respiratory,Metapneumovirus,2023-04-07,2023-04-17,LTCH,10
Respiratory,Rhinovirus,2023-04-06,2023-04-18,LTCH,12
Respiratory,Coronavirus,2023-04-06,2023-04-24,Retirement Home,18
Respiratory,Coronavirus,2023-04-06,2023-04-18,Chronic Care,12
Respiratory,Influenza,2023-04-06,2023-04-20,Acute Care,14
Respiratory,Coronavirus,2023-04-06,2023-04-13,Chronic Care,7
Respiratory,Coronavirus,2023-04-05,2023-04-25,Retirement Home,20
Respiratory,Coronavirus,2023-04-05,2023-04-25,LTCH,20
Respiratory,Coronavirus,2023-04-05,2023-04-24,Retirement Home,19
Respiratory,RSV,2023-04-05,2023-04-24,LTCH,19
Respiratory,Coronavirus,2023-04-05,2023-04-18,Retirement Home,13
Respiratory,Coronavirus,2023-04-05,2023-04-13,Chronic Care,8
Respiratory,Coronavirus,2023-04-04,2023-04-17,LTCH,13
Respiratory,Coronavirus,2023-04-04,2023-04-12,LTCH,8
Respiratory,Coronavirus,2023-04-03,2023-04-19,LTCH,16
Other,CPE,2023-04-03,2023-05-08,Acute Care,35
Respiratory,Coronavirus,2023-04-03,2023-04-11,Retirement Home,8
Respiratory,Metapneumovirus,2023-04-02,2023-04-11,Retirement Home,9
Respiratory,Coronavirus,2023-04-02,2023-04-12,Chronic Care,10
Respiratory,Coronavirus,2023-03-31,2023-04-19,LTCH,19
Respiratory,Coronavirus,2023-03-30,2023-04-28,LTCH,29
Respiratory,Influenza,2023-03-30,2023-04-11,LTCH,12
Respiratory,Metapneumovirus,2023-03-30,2023-04-18,LTCH,19
Respiratory,Coronavirus,2023-03-29,2023-04-21,LTCH,23
Respiratory,Influenza,2023-03-28,2023-04-11,LTCH,14
Respiratory,Coronavirus,2023-03-28,2023-04-27,LTCH,30
Enteric,Norovirus,2023-03-28,2023-04-22,Retirement Home,25
